-14680.7990263925	-1889.34519898236	-11915.2785354064
-22721.9351962161	-3134.88633267267	-10530.1346088704
-30170.0592250266	-5251.73060632025	-10112.0548356636
-37081.3081690454	-7779.77218902961	-11180.6424605821
-14171.4260526956	-1659.74500474146	-17047.4336869228
-21725.8116216266	-2515.03412073334	-15730.0761815232
-29375.0538051389	-3882.32481200676	-14892.1058851037
-35615.7535635612	-5632.70178796515	-15204.11195675
-14171.5403311758	-1795.02746900482	-18018.8667886718
-21735.8762023501	-2458.94208637097	-16651.398695472
-29095.0356284744	-3688.67057815984	-15759.1149261075
-35816.6920928364	-5356.28324023839	-16093.529924613
-13422.5886892136	-1767.76397851523	-13454.0551051283
-20829.9840960801	-2790.37532704445	-11821.0748080261
-28120.7988376991	-4693.79991735475	-11213.642337132
-34473.1390757678	-6544.1449176288	-12057.7570461874
-13839.7128408338	-2105.02323232762	-10934.5569139823
-20926.7082028322	-3420.25701319456	-9667.23239746927
-28460.4424989024	-5681.62983095548	-9696.41137340099
-35246.7428608503	-7925.63086131339	-11021.4129555509
-14011.9521712842	-1626.66854161103	-14861.4811465599
-21501.7898951063	-2599.27737061487	-13073.7807769514
-28833.483887874	-4088.45501041969	-12054.462099628
-35770.2551217393	-6131.88684565034	-12298.4882953679
-12234.5158984715	-1627.12488309064	-14737.8997587651
-19542.2978493052	-2539.58691845305	-13277.3010994412
-26077.7173334974	-4158.20972525582	-12262.286196773
-32537.2401355692	-5531.51589004966	-13175.0515290634
-12913.9134106097	-1652.1972868602	-18368.6298613688
-20212.4082138324	-2117.10920306907	-16700.5852132861
-27099.4626228645	-3094.41448582416	-15663.8885063445
-33247.9928580409	-4385.56092257887	-15475.8378382692
-12214.2020495412	-1907.0783494808	-11331.9465314485
-19626.1355213171	-3073.99852971338	-10055.0830252693
-25743.3361842674	-5089.63265216527	-9688.40365387493
-32248.0535595577	-6835.52588862178	-10900.4693330239
-13373.5227533984	-1595.16981160947	-16706.2785509249
-20418.2175258698	-2388.1540030115	-15348.9277319578
-27505.1719200672	-3843.54427584738	-14506.1857201437
-33755.8015111927	-5499.10083034619	-14737.5210679851
-12150.6114335285	-1797.42899033391	-12233.73516053
-19267.0812557771	-2965.86601885081	-10947.2907481489
-26238.0338953149	-4912.92739540298	-10268.4086177506
-31922.0136169209	-7014.48935276705	-11312.1158391171
-12804.6459732163	-2023.64280249006	-18768.9184152934
-19941.2268821403	-2466.22880530943	-17331.6917698495
-27076.432256385	-3722.40877748674	-16261.8211812684
-33222.4675289442	-4508.85070540052	-16817.8335850472
-11099.1691013188	-1823.72483087193	-11815.2052936297
-17937.1979836035	-2805.45817680433	-10410.1623710488
-24269.7820611993	-4724.38605432616	-9884.55822688242
-30045.7325768607	-6569.49316675864	-10986.4946446796
-11076.4126053093	-1708.90914845526	-13487.2675544057
-17891.7587327278	-2458.37786543758	-12237.3012847088
-24032.9708953077	-4109.49585685407	-11190.1165461906
-30095.8606075288	-5947.2075310119	-11761.1278904015
-11623.8431634841	-1545.57440636262	-16903.552906767
-18773.8626303457	-2059.641392874	-15094.1659428682
-25129.0658857156	-3223.18300945791	-13906.2442771425
-31430.6214283403	-4501.84341007809	-14046.292195028
-13036.8617925519	-1590.83356158055	-13572.1320884325
-20293.4010109767	-2530.29784988871	-11543.8567678594
-27192.9988196	-4455.31217350703	-10871.4573543468
-33608.0027162879	-6532.02019182558	-12002.6978692131
-10842.3125250733	-1919.41635104748	-18570.9408500452
-17050.6025432323	-2135.93203923957	-16981.6101105452
-23319.1603255427	-2968.08543724453	-16067.2005986821
-28686.1829016693	-4064.93994515713	-15913.6061169377
-12127.5215202837	-1612.75827495665	-12988.088076895
-18822.0869566221	-2657.68674612844	-11046.0418748817
-25475.5160671461	-4442.06782231813	-10401.9732579777
-31735.1761931618	-6231.09007134307	-11796.0786894111
-12792.5204086628	-1863.95117305311	-19610.1820076479
-19913.4634200544	-2219.2078275732	-17732.9114458263
-26512.8134512713	-3182.41848857445	-16837.4818318964
-32844.1998895224	-4695.80445999856	-16937.4490985438
-10275.9353356125	-1603.3890634367	-13143.2196409615
-16207.5491885905	-2461.99170571764	-11280.139421458
-22284.0841756325	-4048.02828215104	-10546.2750371761
-27650.5923338549	-5429.88146231664	-11810.6523086419
-10893.4317201395	-1721.16776716423	-11083.7511912382
-17807.580551837	-2937.81866765272	-9810.72945545086
-23512.9984615219	-4645.57074078576	-9489.41997697717
-29595.7783360379	-6483.55120677369	-10928.2356885106
-11666.657800967	-1504.48624444861	-15287.9253230684
-18379.7710443217	-2271.77763167042	-13227.2749347492
-24619.0380984233	-3528.50980439006	-12397.034409536
-30527.51995748	-5130.3596932891	-12467.487250414
-10201.5815344983	-1565.34615658676	-13247.1230906301
-16284.3949364309	-2372.7146031643	-11609.1213930104
-22198.0866570107	-4020.26682680314	-11015.653562468
-27361.6996178353	-5619.85206790879	-12033.8473929957
-11040.0970221195	-1653.15227578157	-16187.83005232
-17712.1640274204	-2169.07878032865	-14940.9111436182
-23947.961263123	-3421.11323567553	-13658.7802640244
-29834.6359349568	-5016.70201787052	-14561.6847110383
-11480.3272273644	-1465.84216412207	-14144.6847020994
-18060.8534824514	-2294.77219185093	-12548.7143389194
-24580.065884678	-3680.25792743417	-11746.3338021227
-30419.5844849395	-5616.1560438147	-12469.9040043102
-10118.5795253859	-1921.22928301974	-18994.2929053357
-16772.1646563704	-2218.8533753145	-17347.5550262235
-22497.512878514	-3204.85292250947	-16326.7808761697
-28134.7932390237	-4244.56871711698	-16755.4226218268
-9885.3956493222	-2153.77226677248	-19615.0337004439
-16128.6053816104	-2638.71353207607	-18235.1664301791
-21853.7799264482	-3188.17234334793	-17217.2703312118
-27386.6938577475	-4418.39850098147	-17659.0829148027
-11465.3560456757	-1484.42684589624	-14427.2793010543
-17781.8745222823	-2263.4880013103	-12765.0805205533
